id,ticker,entry_date,entry_price,qty,exit_date,exit_price,pnl_abs,pnl_pct,exit_reason,holding_days
583,POLYCAB.NS,2025-08-01,6698.0,108,2025-12-01,7401.0,75924.0,10.495670349358017,REBALANCE,122
584,BEL.NS,2025-10-01,406.5,1817,2025-12-01,417.25,19532.75,2.6445264452644524,REBALANCE,61
585,HINDPETRO.NS,2025-10-01,429.9202575683594,1718,2025-12-01,451.95001220703125,37847.11846923828,5.124149013882891,REBALANCE,61
579,MRF.NS,2025-08-01,145902.125,4,2025-11-03,158356.875,49819.0,8.536373270779983,REBALANCE,94
580,POONAWALLA.NS,2025-09-01,428.70001220703125,1715,2025-11-03,474.6000061035156,78718.4895324707,10.706786235013677,REBALANCE,63
581,M&M.NS,2025-10-01,3463.39990234375,213,2025-11-03,3548.89990234375,18211.5,2.4686724724494127,REBALANCE,33
582,JINDALSTEL.NS,2025-10-01,1065.0,693,2025-11-03,1077.0,8316.0,1.1267605633802817,REBALANCE,33
573,INDIGO.NS,2025-02-01,4484.82080078125,165,2025-10-01,5606.0,184994.56787109375,24.999420244916852,REBALANCE,242
574,JIOFIN.NS,2025-07-01,329.08685302734375,2140,2025-10-01,300.04998779296875,-62138.8916015625,-8.823465588873686,REBALANCE,92
575,BOSCHLTD.NS,2025-08-01,40390.0,17,2025-10-01,38320.0,-35190.0,-5.125030948254518,REBALANCE,61
576,PAYTM.NS,2025-08-01,1076.4000244140625,673,2025-10-01,1148.5999755859375,48590.567138671875,6.707538975686756,REBALANCE,61
577,PRESTIGE.NS,2025-08-01,1594.6644287109375,454,2025-10-01,1542.0999755859375,-23864.26171875,-3.296270499210357,REBALANCE,61
578,DALBHARAT.NS,2025-08-01,2200.267578125,329,2025-10-01,2225.220703125,8209.578125,1.1340950186278835,REBALANCE,61
567,ABBOTINDIA.NS,2025-08-01,33595.0,21,2025-09-01,32130.0,-30765.0,-4.360767971424319,REBALANCE,31
568,AMBUJACEM.NS,2025-08-01,607.9500122070312,1192,2025-09-01,567.0999755859375,-48693.24365234375,-6.719308463009403,REBALANCE,31
569,HDFCBANK.NS,2025-08-01,1006.0999755859375,720,2025-09-01,950.5999755859375,-39960.0,-5.516350397253278,REBALANCE,31
570,BPCL.NS,2025-08-01,311.3712158203125,2327,2025-09-01,308.3343811035156,-7066.714385986328,-0.9753100358992031,REBALANCE,31
571,ASHOKLEY.NS,2025-08-01,119.5392837524414,6062,2025-09-01,127.16755676269531,46242.59098815918,6.381394275417943,REBALANCE,31
572,MAXHEALTH.NS,2025-08-01,1246.0,581,2025-09-01,1181.199951171875,-37648.828369140625,-5.200645973364767,REBALANCE,31
559,BAJFINANCE.NS,2025-02-01,795.1038208007812,934,2025-08-01,875.5999755859375,75183.40856933594,10.123980375806182,REBALANCE,181
560,CHOLAFIN.NS,2025-03-03,1419.111328125,463,2025-08-01,1422.5,1568.955078125,0.23878830419014982,REBALANCE,151
561,POONAWALLA.NS,2025-04-01,349.3999938964844,1888,2025-08-01,419.3500061035156,132065.623046875,20.020038188024444,REBALANCE,122
562,BHARTIARTL.NS,2025-04-01,1709.8558349609375,385,2025-08-01,1884.4000244140625,67199.51293945312,10.208123157769764,REBALANCE,122
563,BEL.NS,2025-06-02,386.6031188964844,1877,2025-08-01,376.32696533203125,-19288.340240478516,-2.6580627682945916,REBALANCE,60
564,ABCAPITAL.NS,2025-06-02,224.16000366210938,3238,2025-08-01,251.4499969482422,88364.99826049805,12.174336563300898,REBALANCE,60
565,IDFCFIRSTB.NS,2025-07-01,76.98800659179688,9150,2025-08-01,67.58000183105469,-86083.24356079102,-12.220091384655511,REBALANCE,31
566,BERGEPAINT.NS,2025-07-01,590.0896606445312,1193,2025-08-01,563.1206665039062,-32174.010009765625,-4.570321417116147,REBALANCE,31
558,MCX.NS,2025-07-01,1805.20556640625,390,2025-07-31,1532.74609375,-106259.1943359375,-15.092988728073461,STOP_LOSS,30
556,SBICARD.NS,2025-02-01,822.4926147460938,902,2025-07-28,837.0999755859375,13175.839477539062,1.7759868694204741,STOP_LOSS,177
557,MAZDOCK.NS,2025-07-01,3264.8837890625,215,2025-07-28,2781.281982421875,-103974.38842773438,-14.812221135120081,STOP_LOSS,27
555,BSE.NS,2025-04-01,1816.2716064453125,363,2025-07-08,2477.0,239844.40686035156,36.378281266413765,STOP_LOSS,98
554,COCHINSHIP.NS,2025-06-02,1915.9180908203125,378,2025-07-02,2017.8414306640625,38527.0224609375,5.319817184883456,STOP_LOSS,30
550,BAJAJFINSV.NS,2025-02-01,1753.1458740234375,423,2025-07-01,2053.800048828125,127176.71594238281,17.14941005534763,REBALANCE,150
551,HAL.NS,2025-04-01,4209.521484375,156,2025-07-01,4895.71044921875,107045.478515625,16.300878078203475,REBALANCE,91
552,LODHA.NS,2025-05-02,1333.803466796875,473,2025-07-01,1386.9283447265625,25128.067260742188,3.9829614521295804,REBALANCE,60
553,MRF.NS,2025-05-02,134786.984375,4,2025-07-01,142280.40625,29973.6875,5.559455098536847,REBALANCE,60
549,MAZDOCK.NS,2025-05-02,2997.51220703125,210,2025-06-16,3155.82177734375,33245.009765625,5.2813653249235815,STOP_LOSS,45
546,KOTAKBANK.NS,2025-02-01,380.1816711425781,1953,2025-06-02,412.24468994140625,62619.07571411133,8.433604571853136,REBALANCE,121
547,EICHERMOT.NS,2025-04-01,5239.26513671875,125,2025-06-02,5292.3759765625,6638.85498046875,1.0137078093553458,REBALANCE,62
548,TATACONSUM.NS,2025-05-02,1146.2049560546875,550,2025-06-02,1120.4000244140625,-14192.71240234375,-2.25133659598256,REBALANCE,31
543,ABBOTINDIA.NS,2025-03-03,30755.205078125,21,2025-05-02,30085.9765625,-14053.798828125,-2.17598456562072,REBALANCE,60
544,SHRIRAMFIN.NS,2025-03-03,614.779052734375,1069,2025-05-02,597.2647705078125,-18722.767700195312,-2.8488742660738997,REBALANCE,60
545,JSWSTEEL.NS,2025-03-03,973.4287109375,675,2025-05-02,964.9016723632812,-5755.751037597656,-0.8759797690789745,REBALANCE,60
542,MAZDOCK.NS,2025-04-01,2567.687255859375,256,2025-04-07,2307.5380859375,-66598.1875,-10.131653273903332,STOP_LOSS,6
541,MARUTI.NS,2025-02-01,12778.1962890625,58,2025-04-01,11358.166015625,-82361.755859375,-11.112916418829592,REBALANCE,59
536,WIPRO.NS,2024-11-01,265.0896301269531,2518,2025-03-03,278.08026123046875,32710.409118652344,4.900467474828921,REBALANCE,122
537,EICHERMOT.NS,2025-02-01,5321.15283203125,139,2025-03-03,4843.79296875,-66353.02099609375,-8.97098576849233,REBALANCE,30
538,PAGEIND.NS,2025-02-01,45909.296875,16,2025-03-03,40127.67578125,-92505.9375,-12.593573605563959,REBALANCE,30
539,MARICO.NS,2025-02-01,683.71728515625,1086,2025-03-03,588.29052734375,-103633.458984375,-13.957049190396306,REBALANCE,30
540,TITAN.NS,2025-02-01,3541.342529296875,209,2025-03-03,3072.752685546875,-97935.27734375,-13.231983064994207,REBALANCE,30
535,BSE.NS,2024-11-01,1483.205322265625,450,2025-02-28,1539.71044921875,25427.30712890625,3.80966317372785,STOP_LOSS,119
534,M&M.NS,2025-02-01,3052.228271484375,243,2025-02-21,2648.0751953125,-98209.19750976562,-13.241246729404196,STOP_LOSS,20
533,MAZDOCK.NS,2025-02-01,2369.675048828125,313,2025-02-18,1953.4857177734375,-130267.26062011719,-17.563139353663935,STOP_LOSS,17
532,PHOENIXLTD.NS,2025-02-01,1761.5726318359375,421,2025-02-17,1542.5740966796875,-92198.38330078125,-12.431990097848331,STOP_LOSS,16
528,PERSISTENT.NS,2024-09-02,5175.65185546875,134,2025-02-01,5917.59521484375,99420.41015625,14.335264041978407,REBALANCE,152
529,DIVISLAB.NS,2024-10-01,5399.21484375,128,2025-02-01,5593.08251953125,24815.0625,3.5906642241819013,REBALANCE,123
530,HCLTECH.NS,2024-11-01,1693.0223388671875,394,2025-02-01,1648.5010986328125,-17541.36865234375,-2.6296900644656853,REBALANCE,92
531,TECHM.NS,2024-11-01,1558.555908203125,428,2025-02-01,1600.103759765625,17782.48046875,2.665791540991362,REBALANCE,92
527,LUPIN.NS,2025-01-01,2350.2822265625,367,2025-01-28,2009.849609375,-124938.7705078125,-14.484754781361447,STOP_LOSS,27
526,COFORGE.NS,2024-11-01,1496.80859375,446,2025-01-21,1637.2005615234375,62614.817626953125,9.37942021175261,STOP_LOSS,81
525,MAXHEALTH.NS,2024-11-01,1006.388671875,663,2025-01-17,1025.4666748046875,12648.715942382812,1.8956893556982637,STOP_LOSS,77
524,OBEROIRLTY.NS,2024-11-01,1962.1207275390625,340,2025-01-16,1955.7506103515625,-2165.83984375,-0.32465470131848356,STOP_LOSS,76
522,OFSS.NS,2024-12-02,11704.02734375,74,2025-01-13,10349.474609375,-100236.90234375,-11.573390035681493,STOP_LOSS,42
523,NAUKRI.NS,2024-12-02,1682.303955078125,519,2025-01-13,1444.502685546875,-123418.85888671875,-14.135452087206598,STOP_LOSS,42
520,PAYTM.NS,2024-09-02,607.8499755859375,1144,2025-01-10,847.7000122070312,274388.44189453125,39.4587556559314,STOP_LOSS,130
521,POLICYBZR.NS,2024-11-01,1706.300048828125,391,2025-01-10,1862.949951171875,61250.11181640625,9.180677363945225,STOP_LOSS,70
519,MCX.NS,2024-09-02,1027.8651123046875,676,2025-01-06,1158.2464599609375,88137.791015625,12.684674875666117,STOP_LOSS,126
518,MAZDOCK.NS,2024-12-02,2263.05126953125,386,2024-12-31,2218.4150390625,-17229.5849609375,-1.972391481788903,STOP_LOSS,29
516,LUPIN.NS,2024-09-02,2218.94921875,313,2024-12-02,2056.7578125,-50765.91015625,-7.30937891140056,REBALANCE,91
517,BHARTIARTL.NS,2024-11-01,1603.048583984375,416,2024-12-02,1629.9735107421875,11200.76953125,1.6796076567368052,REBALANCE,31
515,TRENT.NS,2023-11-01,2194.2421875,186,2024-11-05,6962.318359375,886862.16796875,217.2994484855606,STOP_LOSS,370
511,VEDL.NS,2024-05-02,354.6670227050781,1946,2024-11-01,435.7596130371094,157806.1807861328,22.864429208425012,REBALANCE,183
512,NAUKRI.NS,2024-09-02,1504.5850830078125,462,2024-11-01,1485.0291748046875,-9034.82958984375,-1.2997542261970874,REBALANCE,60
513,MAZDOCK.NS,2024-10-01,2078.6962890625,334,2024-11-01,2045.322265625,-11146.923828125,-1.605526676172199,REBALANCE,31
